,Question,Answer
362,"
Q: Picture and text scraping with python        ","1 Please never use regular expressions, it's not made for parsing html. Normally I make use of the following combination of tools: requests module lxml.html beautifulsoup4 to detect the website encoding A approach would look like this and I hope you get the idea (The code just illustrated the concept, not tested, won't work): import lxml.html import requests from cssselect import HTMLTranslator, SelectorError from bs4 import UnicodeDammit # first do the http request with requests module like r = requests.get('http://example.com') html = r.read() # Try to parse/decode the HTML result with lxml and beautifoulsoup4 try: doc = UnicodeDammit(html, is_html=True) parser = lxml.html.HTMLParser(encoding=doc.declared_html_encoding) dom = lxml.html.document_fromstring(html, parser=parser) dom.resolve_base_href() except Exception as e: print('Some error occured while lxml tried to parse: {}'.format(e.msg)) return False # Try to extract all data that we are interested in with CSS selectors! try: results = dom.xpath(HTMLTranslator().css_to_xpath('some css selector to target the DOM')) for e in results: # access elements like print(e.get('href')) # access href attribute print(e.text_content()) # the content as text # or process further found = e.xpath(HTMLTranslator().css_to_xpath('h3.r > a:first-child')) except Exception as e: print(e.__cause__) share|improve this answer| follow |||| answered Jan 12 '14 at 1:13 Nikolai TschacherNikolai Tschacher 1,29911 gold badge1111 silver badges2020 bronze badges add a comment |"
363,"
Q: How to add python text to HTML website? [closed]        ","1 use code tag but if you need hightlighting the check: highlight.js <code>print('Hello')</code> share|improve this answer| follow |||| answered Dec 8 '16 at 7:59 metmirrmetmirr 3,38722 gold badges1313 silver badges3030 bronze badges add a comment |"
364,"
Q: How to print multiple lines of text with python        ","45 You can use Triple quotes (single ' or double ""): a = """""" text text text """""" print(a) share|improve this answer| follow |||| answered Jan 24 '16 at 19:20 JRazorJRazor 1,8951212 silver badges2121 bronze badges add a comment |"
365,"
Q: Python PIL -> centering long text        ","1 You are interested in the 'align' argument in http://pillow.readthedocs.io/en/5.2.x/reference/ImageDraw.html#PIL.ImageDraw.PIL.ImageDraw.ImageDraw.text - it can be ""left"", ""center"" or ""right"". draw.text(((MAX_W - w) / 2, (MAX_H - h) / 2),astr,(255,255,255),font=font,align=""center"") share|improve this answer| follow |||| answered Jul 27 '18 at 21:36 radarhereradarhere 46055 silver badges1111 bronze badges add a comment |"
366,"
Q: python regex specific blocks of text from large text file        ","0 Regex isn't the fastest way to search a string. You also compounded the problem by having a very big string (35MB). Reading an entire file into memory is generally not recommended because you may run into memory issues. Judging from your regex pattern, it seems like you want to capture 4-line groups that start with an 11-digit string and end with some time-line string. Try this code: import re start_pattern = re.compile(r'^\d{11}$') end_pattern = re.compile(r'^\d{4}\D+\d{2}\D+\d{1}\D+\d{2}\D+\d{2}\D+\d{2}\D+\d{1}$') capturing = 0 capture = '' with open('output.txt', 'w') as output_file: with open('input.txt', 'r') as input_file: for line in input_file: if capturing > 0 and capturing <= 4: capturing += 1 capture += line elif start_pattern.match(line): capturing = 1 capture = line if capturing == 4: if end_pattern.match(line): output_file.write(capture + '\n') else: capturing = 0 It iterates over the input file, line by line. If it finds a line matching the start_pattern, it will read in 3 more. If the 4th line matches the end_pattern, it will write the whole group to the output file. share|improve this answer| follow |||| answered Oct 6 '15 at 15:22 Code DifferentCode Different 63k1212 gold badges105105 silver badges135135 bronze badges This works like a charm, thank you very much for the answer! – Rob Oct 6 '15 at 15:52 add a comment |"
367,"
Q: Python technique or simple templating system for plain text output        ","12 There are quite a number of template engines for python: Jinja, Cheetah, Genshi etc. You won't make a mistake with any of them. share|improve this answer| follow |||| answered Jun 17 '11 at 12:36 jammonjammon 3,12033 gold badges1717 silver badges2929 bronze badges add a comment |"
368,"
Q: Errors when trying to remove parentheses in python text        ","1 From the python docs - To match the literals '(' or ')', use \( or \), or enclose them inside a character class: [(] [)]. So use one of the above patterns instead of the plain brackets in your regex. e.g.REMOVE_LIST = [""\(A mass = 200 GeV\)""] EDIT: The issue seems to be with your use of \b in the regex - which according to the docs linked above also matches the braces. My seemingly-working example is, import re # Test input myTestString = ""someMess (A mass = 200 GeV) and other mess (remove me if you can)"" replaceWith = ""HEY THERE FRIEND"" # What to remove removeList = [r""\(A mass = 200 GeV\)"", r""\(remove me if you can\)""] # Build the regex remove = r'(' + '|'.join(removeList) + r')' regex = re.compile(remove) # Try it! out = regex.sub(replaceWith, myTestString) # See if it worked print(out) share|improve this answer| follow |||| edited Jul 17 '15 at 14:02 answered Jul 17 '15 at 13:03 James ElderfieldJames Elderfield 2,06111 gold badge2727 silver badges2929 bronze badges I tried REMOVE_LIST = [""\(A mass = 200 GeV\)""] as well as REMOVE_LIST = [""[(]A mass = 200 GeV[)]"" both with and without the` r'(\w*)'` part inside place_holder. Without this nothing was removed at all, with it I got TypeError: 'str' object cannot be interpreted as an integer – Ciara Jul 17 '15 at 13:27 The \b cannot match anything, it is a word boundary assertion (and works like a look-around that consumes nothing). So, \b does not match braces, it just asserts the position between a word and a non-word character. – Wiktor Stribiżew Jul 20 '15 at 7:24 add a comment |"
369,"
Q: Runnig python from sublime text extremely slow        ","2 Just the first run, since the second it's fast. Because it takes time to load python interpreter, parsing the byte-codes and actually running. First: Hello from Python [Finished in 5.4s] Second and later: Hello from Python [Finished in 0.1s] share|improve this answer| follow |||| answered Jul 5 '14 at 0:08 Victor PanisaVictor Panisa 39511 silver badge88 bronze badges That shouldn't take five whole seconds even the first time. Python does not take that long to start up. There aren't even any imports in that script. – kindall Jul 5 '14 at 2:35 it was not the second or the third run that ran fast, but after a couple of runs now is normal. Not exactly sure why. – Matej Jul 5 '14 at 15:55 add a comment |"
370,"
Q: python text to speech with that can read variables contents        ","2 You're passing it the wrong arguments. The second argument to say is a name to give the utterance, not more stuff to say. Concatenate the strings to get what you want: engine.say(""my name is "" + name, ""saymyname"") Similarly, os.system only takes one argument. You need to build a single string to pass to it: os.system(""say hello my name is "" + name) share|improve this answer| follow |||| answered Mar 3 '14 at 5:40 user2357112 supports Monicauser2357112 supports Monica 187k2020 gold badges268268 silver badges355355 bronze badges Thanks this is what I was looking for. But one other question. can i have this module read only one variable ? or can i pass in multiple variables ? – Matt Mar 3 '14 at 6:06 You can build a string with the contents of as many variables as you want. – user2357112 supports Monica Mar 3 '14 at 6:20 add a comment |"
371,"
Q: Writing nicely formatted text in Python        ","27 If you can get a list of all filenames first, then you could do something like: max_width = max(len(filename) for filename in filenames) for filename in filenames: f.write(filename.ljust(max_width+1)+..whatever else..) If you can't get a list of all filenames first, then there's no way to make sure that everything will line up, because there's no way to know if you'll later get a file whose name is really long. In a case like this, though, I would usually just assume that N columns is generally sufficient, for some N, in which case you can just do something like: f.write('%-40s %6s %10s %2s\n' % (filename, type, size, modified)) share|improve this answer| follow |||| answered May 30 '12 at 17:28 Edward LoperEdward Loper 12.3k55 gold badges3535 silver badges4848 bronze badges add a comment |"
372,"
Q: cleaning text data using python        ","0 If I understand your problem correctly, from the symptoms you're describing, your issue is a classic one: you need to copy a list and modify the copy without modifying the original. This has been answered on stack overflow already, see here: How to clone or copy a list? For your specific example, the solution is to modify your line where you assign to df[""zip""] to this: df[""zip""] = df[""Af_split_split""][:] That slice operator with no numbers will create a new copy of the list (instead of creating a pointer) so that modifications to the copy do not affect the original. share|improve this answer| follow |||| edited May 23 '17 at 11:53 Community♦ 111 silver badge answered Mar 2 '17 at 23:10 JawguyChooserJawguyChooser 1,39699 silver badges2727 bronze badges add a comment |"
373,"
Q: Create Text Document (Python) [closed]        ","38 f = open('file.txt','w') a = input('is python good?') f.write('answer:'+str(a)) f.close() Easy no? :) share|improve this answer| follow |||| answered Feb 14 '12 at 21:45 ingframiningframin 53955 silver badges77 bronze badges 2 The str(a) seems to make things too complex. Could you pick one version of Python (3.x or 2.x) and use either input or raw_input to make this simpler? – S.Lott Feb 14 '12 at 21:46 In which sense too complex? str(value) is a standard command of python, if you use str() on a string it doesn't hurts, if you use it on numbers it converts them to strings making this snippet working. This code works both on version 2.7 and 3.x, where is the problem? – ingframin Feb 15 '12 at 11:42 If you use raw_input you don't need str at all. That would be simpler. If you choose to claim this is Python 3, and use input, you don't need str at all. That would be simpler. – S.Lott Feb 15 '12 at 22:27 Thanks, it's more clear now :-) – ingframin Feb 16 '12 at 23:30 add a comment |"
